Redump_Name,Game_Title,Product_Number (GameID),Version,Build_Date,CD_Number,Region,Compatible_Peripherals,Hardware_Identifier,Marker_ID
Street Fighter - Real Battle on Film (Japan) (2M),STREETFIGHTER REALBATTLE ON FILM,T-1201G,V1.001,19950702,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-12
Street Fighter - Real Battle on Film (Japan) (3M),STREETFIGHTER REALBATTLE ON FILM,T-1201G,V1.001,19950702,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-12
Street Fighter - Real Battle on Film (Japan) (4M),STREETFIGHTER REALBATTLE ON FILM,T-1201G,V1.001,19950702,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-12
Street Fighter - The Movie (Europe) (2S),STREETFIGHTER THE MOVIE,T-8105H-50,V1.001,19950718,CD-1/1,E,J,SEGA SEGASATURN,SEGA TP T-81
Street Fighter - The Movie (Europe) (4S),STREETFIGHTER THE MOVIE,T-8105H-50,V1.001,19950718,CD-1/1,E,J,SEGA SEGASATURN,SEGA TP T-81
Street Fighter - The Movie (USA),STREETFIGHTER THE MOVIE,T-8105H,V1.003,19950711,CD-1/1,U,J,SEGA SEGASATURN,SEGA TP T-81
Street Fighter Alpha - Warriors' Dreams (Europe),STREET FIGHTER  ALPHA           WARRIORS' DREAMS,T-7008H-50,V1.001,19960321,CD-1/1,E,JA,SEGA SEGASATURN,SEGA TP T-70
Street Fighter Alpha - Warriors' Dreams (USA),STREET FIGHTER  ALPHA           WARRIORS' DREAMS,T-1206H,V1.000,19951222,CD-1/1,U,JA,SEGA SEGASATURN,SEGA TP T-12
Street Fighter Alpha - Warriors' Dreams (USA) (Beta) (1995-12-22),STREET FIGHTER  ALPHA           WARRIORS' DREAMS,T-1206H,V1.000,19951222,CD-1/1,U,JA,SEGA SEGASATURN,SEGA TP T-12
Street Fighter Alpha 2 (Europe),STREET FIGHTER  ALPHA 2 (SEGA SATURN),T-7026H-50,V1.001,19961002,CD-1/1,E,J,SEGA SEGASATURN,SEGA TP T-70
Street Fighter Alpha 2 (USA),STREET FIGHTER  ALPHA 2 (SEGA SATURN),T-1213H,V1.000,19960906,CD-1/1,U,JA,SEGA SEGASATURN,SEGA TP T-12
Street Fighter Collection (Europe) (Disc 1) (R),STREET FIGHTER COLLECTION,T-7033H-50,V1.000,19971015,CD-1/2,E,J,SEGA SEGASATURN,SEGA TP T-70
Street Fighter Collection (Europe) (Disc 2) (R),STREET FIGHTER COLLECTION,T-7033H-50,V1.000,19980310,CD-2/2,E,J,SEGA SEGASATURN,SEGA TP T-70
Street Fighter Collection (Japan) (Demo),STREET FIGHTER COLLECTION,6106672,V1.000,19970818,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-12
Street Fighter Collection (Japan) (Disc 1),STREET FIGHTER COLLECTION,T-1223G,V1.001,19970807,CD-1/2,J,J,SEGA SEGASATURN,SEGA TP T-12
Street Fighter Collection (Japan) (Disc 2),STREET FIGHTER COLLECTION,T-1223G,V1.001,19970805,CD-2/2,J,J,SEGA SEGASATURN,SEGA TP T-12
Street Fighter Collection (USA) (Disc 1),STREET FIGHTER COLLECTION,T-1222H,V1.000,19971001,CD-1/2,U,J,SEGA SEGASATURN,SEGA TP T-12
Street Fighter Collection (USA) (Disc 2),STREET FIGHTER COLLECTION,T-1222H,V1.000,19971001,CD-2/2,U,J,SEGA SEGASATURN,SEGA TP T-12
Street Fighter II Movie (Japan) (Disc 1),STREET FIGHTER2 MOVIE,T-1204G,V1.003,19960123,CD-1/2,J,J,SEGA SEGASATURN,SEGA TP T-12
Street Fighter II Movie (Japan) (Disc 2),STREET FIGHTER2 MOVIE,T-1204G,V1.003,19960123,CD-2/2,J,J,SEGA SEGASATURN,SEGA TP T-12
Street Fighter Zero (Japan) (1M),STREET FIGHTER  ZERO,T-1206G,V1.002,19951213,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-12
Street Fighter Zero (Japan) (2M),STREET FIGHTER  ZERO,T-1206G,V1.002,19951213,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-12
Street Fighter Zero (Japan) (Rev A) (10M),STREET FIGHTER  ZERO,T-1206G,V1.003,19960116,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-12
Street Fighter Zero 2 (Japan),STREET FIGHTER  ZERO 2 (SEGA SA TURN),T-1212G,V1.001,19960818,CD-1/1,JT,J,SEGA SEGASATURN,SEGA TP T-12
Street Fighter Zero 2 (Japan) (Demo),STREET FIGHTER  ZERO 2 (SEGA SA TURN),ST-1212G,V0.950,19960725,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-12
Street Fighter Zero 2' (Japan),STREET FIGHTER ZERO2 DASH,T-1244G,V1.000,19980916,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-12
Street Fighter Zero 3 (Japan),STREET FIGHTER ZERO3,T-1246G,V1.002,19990624,CD-1/1,J,JW,SEGA SEGASATURN,SEGA TP T-12
Street Racer (Europe),STREET RACER,T-17702H,V1.000,19961021,CD-1/1,E,JT,SEGA SEGASATURN,SEGA TP T-177
Street Racer Extra (Japan),STREET RACER,T-17702G,V1.000,19960915,CD-1/1,J,JT,SEGA SEGASATURN,SEGA TP T-177
"Striker 96 (Europe) (En,Fr,De,Es,It)",STRIKER 96,T-8133H-50,V1.001,19960523,CD-1/1,E,JT,SEGA SEGASATURN,SEGA TP T-81
"Striker 96 (Japan) (En,Fr,De,Es,It)",STRIKER 96,T-8114G,V1.002,19960709,CD-1/1,J,JT,SEGA SEGASATURN,SEGA TP T-81
Striker 96 (USA),STRIKER 96,T-8133H,V1.002,19960502,CD-1/1,U,JT,SEGA SEGASATURN,SEGA TP T-81
Strikers 1945 (Japan),STRIKERS 1945   ｽﾄﾗｲｶｰｽﾞ 1945,T-14407G,V1.01J,19960507,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-144
Strikers 1945 (Japan) (Demo),STRIKERS 1945   ｽﾄﾗｲｶｰｽﾞ 1945,T-14407G,V1.01J,19960502,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-144
Strikers 1945 II (Japan),STRIKERS1945 2,T-20402G,V1.002,19980910,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-204
Suchie-Pai Adventure - Doki Doki Nightmare (Japan) (Disc 1),THE THROBBING NIGHTMARE,T-5713G,V1.003,19980109,CD-1/2,J,JT,SEGA SEGASATURN,SEGA TP T-57
Suchie-Pai Adventure - Doki Doki Nightmare (Japan) (Disc 2),THE THROBBING NIGHTMARE,T-5713G,V1.003,19980109,CD-2/2,J,JT,SEGA SEGASATURN,SEGA TP T-57
Sugoventure - Dragon Master Silk Gaiden (Japan),DRAGON MASTER SILK GAIDEN SUGOVENTURE,T-19505G,V1.000,19980105,CD-1/1,J,JT,SEGA SEGASATURN,SEGA TP T-195
Suiko Enbu (Japan),SUIKO ENBU,T-1302G,V1.004,19950720,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-13
Suiko Enbu - Fuuun Saiki (Japan),FUUN SAIKI,T-1305G,V1.002,19960220,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-13
Suiko Enbu - Fuuun Saiki (Japan) (Demo),FUUN SAIKI,T-1305G,V0.000,19960201,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-13
Suikoden - Tendou Hyaku Hachi-sei (Japan),SUIKODEN TENDOU108SEI,T-7656G,V1.001,19971107,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-76
Suikoden - Tenmei no Chikai (Japan) (2M),SUIKODEN TENMEI NO CHIKAI,T-7624G,V1.000,19961120,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-76
Super Adventure Rockman (Japan) (Disc 1) (Episode 1 - Tsuki no Shinden),SUPERADVENTURE_ROCKMAN,T-1225G,V1.000,19971212,CD-1/3,J,J,SEGA SEGASATURN,SEGA TP T-12
Super Adventure Rockman (Japan) (Disc 1) (Episode 1 - Tsuki no Shinden) (1M),SUPERADVENTURE_ROCKMAN,T-1225G,V1.000,19971212,CD-1/3,J,J,SEGA SEGASATURN,SEGA TP T-12
Super Adventure Rockman (Japan) (Disc 2) (Episode 2 - Shitou! Wily Numbers),SUPERADVENTURE_ROCKMAN,T-1225G,V1.000,19971212,CD-2/3,J,J,SEGA SEGASATURN,SEGA TP T-12
Super Adventure Rockman (Japan) (Disc 2) (Episode 2 - Shitou! Wily Numbers) (1M),SUPERADVENTURE_ROCKMAN,T-1225G,V1.000,19971212,CD-2/3,J,J,SEGA SEGASATURN,SEGA TP T-12
Super Adventure Rockman (Japan) (Disc 3) (Episode 3 - Saigo no Tatakai!!),SUPERADVENTURE_ROCKMAN,T-1225G,V1.000,19971212,CD-3/3,J,J,SEGA SEGASATURN,SEGA TP T-12
Super Adventure Rockman (Japan) (Disc 3) (Episode 3 - Saigo no Tatakai!!) (1M),SUPERADVENTURE_ROCKMAN,T-1225G,V1.000,19971212,CD-3/3,J,J,SEGA SEGASATURN,SEGA TP T-12
Super Casino Special (Japan),SUPER CASINO SPECIAL,T-7306G,V1.003,19961213,CD-1/1,J,JT,SEGA SEGASATURN,SEGA TP T-73
Super Puzzle Fighter II Turbo (Europe),SUPER PUZZLE    FIGHTER 2 TURBO,T-7030H-50,V1.000,19961213,CD-1/1,E,J,SEGA SEGASATURN,SEGA TP T-12
Super Puzzle Fighter II Turbo (USA),SUPER PUZZLE    FIGHTER 2 TURBO,T-1215H,V1.001,19961210,CD-1/1,U,J,SEGA SEGASATURN,SEGA TP T-12
Super Puzzle Fighter II X (Japan),SUPER PUZZLE    FIGHTER 2X,T-1213G,V1.001,19961014,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-12
Super Real Mahjong Graffiti (Japan) (2M),SuperRealMahjong-Graffiti,T-16504G,V1.001,19950929,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-165
Super Real Mahjong Graffiti (Japan) (P's Club Special Edition) (2M),SuperRealMahjong-Graffiti/GENTEI,T-16506G,V1.001,19950929,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-165
Super Real Mahjong P.V (Japan) (2M),SuperRealMahjong-PV for Saturn,T-16501G,V1.001,19950324,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-165
Super Real Mahjong P7 (Japan) (3M),SUPERREALMAHJONG_P7,T-16509G,V1.003,19980327,CD-1/1,J,JW,SEGA SEGASATURN,SEGA TP T-165
Super Real Mahjong P7 (Japan) (P's Club Special Edition),SUPERREALMAHJONG_P7_GENTEIBAN,T-16510G,V1.003,19980327,CD-1/1,J,JW,SEGA SEGASATURN,SEGA TP T-165
Super Real Mahjong PVI (Japan),SUPERREALMAHJONG_P6,T-16507G,V1.000,19960326,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-165
Super Real Mahjong PVI (Japan) (P's Club Special Edition),SUPERREALMAHJONG_P6_GENTEIBAN,T-16508G,V1.000,19960326,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-165
Super Robot Taisen F (Japan) (Demo),SUPER ROBOT WARS F SAMPLE,610-6745,V0.400,19970819,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-206
"Super Robot Taisen F (Japan) (Rev A) (10M, 11M, 12M, 13M)",SUPER ROBOT WARS F,T-20610G,V1.003,19970901,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-206
Super Robot Taisen F (Japan) (Rev B) (21M),SUPER ROBOT WARS F,T-20610G,V2.002,19971211,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-206
"Super Robot Taisen F - Kanketsu-hen (Japan) (2M, 3M)",THE_SUPER_ROBOT_WARS_F_FINAL,T-20612G,V1.003,19980313,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-206
Super Robot Taisen F - Kanketsu-hen (Japan) (5M),THE_SUPER_ROBOT_WARS_F_FINAL,T-20612G,V1.003,19980313,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-206
Super Robot Taisen F - Kanketsu-hen (Japan) (Rev A) (10M),THE_SUPER_ROBOT_WARS_F_FINAL,T-20612G,V2.000,19980330,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-206
Super Robot Taisen F - Kanketsu-hen (Japan) (Rev A) (11M),THE_SUPER_ROBOT_WARS_F_FINAL,T-20612G,V2.000,19980330,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-206
Super Tempo (Japan),SUPER TEMPO,T-26413G,V1.103,19980317,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-264
Swagman (Europe) (Demo),SWAGMAN         PLAYABLE DEMO,T-610-6529,V1.000,19970211,CD-1/1,E,J,SEGA SEGASATURN,SEGA TP T-115
"Swagman (Europe) (En,Fr,De)",SWAGMAN,T-11502H-5,,19970612,CD-1/1,E,J,SEGA SEGASATURN,SEGA TP T-115
Sword & Sorcery (Japan) (2M),SWORD&SORCERY,T-5202G,V1.220,19960416,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-52
Sword & Sorcery (Japan) (Rev A) (10M),SWORD&SORCERY,T-5202G,V1.221,19960606,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-52
System-Disc (KD02) Columbia (Japan) (16M),SYSTEM-DISC     [KD02],SEGASYSTEM,V1.000,19940823,CD-1/1,JTUBKAEL,J,SEGA SEGASATURN,SEGA TP
System-Disc (KD02) JVC (Japan),SYSTEM-DISC     [KD02],SEGASYSTEM,V1.000,19940823,CD-1/1,JTUBKAEL,J,SEGA SEGASATURN,SEGA TP
Tactical Fighter (Japan),TACTICALFIGHTER,T-21402G,V1.002,19970905,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-214
Tactics Formula (Japan),TACTICS FORMULA,T-34101G,V1.006,19970901,CD-1/1,J,JT,SEGA SEGASATURN,SEGA TP T-341
Tactics Formula (Japan) (Demo),TACTICS FORMULA,610 6717,V0.101,19970731,CD-1/1,J,JT,SEGA SEGASATURN,SEGA TP T-34101G
Tactics Ogre - Let Us Cling Together (Japan),TACTICS_OGRE,T-5306G,V1.003,19961113,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-53
Tadaima Wakusei Kaitaku-chuu! (Japan),TADAIMA WAKUSEI KAITAKUCHYU!,T-16602G,V1.020,19950925,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-166
Taiheiyou no Arashi 2 - 3D Heiki Data-shuu (Japan),3D HEIKI DATA SYU,T-15024G,V1.001,19970206,CD-2/2,J,J,SEGA SEGASATURN,SEGA TP T-150
Taiheiyou no Arashi 2 - Shippuu no Moudou (Japan),TAIHEIYOU NO ARASHI 2,T-15018G,V1.003,19970424,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-150
Taikou Risshiden II (Japan) (2M),TAIKOU RISSHIDEN 2,T-7618G,V1.002,19961028,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-76
Taikou Risshiden II (Japan) (Rev A) (10M),TAIKOU RISSHIDEN 2,T-7618G,V2.001,19980220,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-76
Taikyoku Shougi - Kiwame II (Japan),TAIKYOKU        SHOGI           KIWAME2 SS,T-29001G,V1.001,19961004,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-290
Taito Chase H.Q. + S.C.I. (Japan),CHASE_HQ+SCI,T-1105G,V1.001,19960626,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-11
Taklamakan - Tonkou Denki (Japan),TAKURAMAKAN,T-25102G,V1.002,19961114,CD-1/1,J,JM,SEGA SEGASATURN,SEGA TP T-251
Tama - Adventurous Ball in Giddy Labyrinth (Japan),TAMA,T-4801G,V1.008,19941021,CD-1/1,JTUBKAEL,J,SEGA SEGASATURN,SEGA TP T-48
Tanjou - Debut S (Japan) (1M),DEBUT S,T-20101G,V1.000,19960527,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-201
Tanjou - Debut S (Japan) (5M),DEBUT S,T-20101G,V1.000,19960527,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-201
Tantei Jinguuji Saburou - Mikan no Report (Japan),JINGUJI SABURO,T-1307G,V1.002,19961017,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-13
Tantei Jinguuji Saburou - Yume no Owari ni (Japan) (3M),TANTEI JINGUJI SABURO YUME NO OWARINI,T-1316G,V1.000,19980210,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-13
Tech Saturn Apr.1997 (Japan),TECH SATURN     (April)1997.4,610636006,V1.000,19970210,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-21
Tech Saturn Aug.1997 (Japan),TECH SATURN     (AUGUST)1997.08,610636010,V1.000,19970610,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-21
"Tech Saturn Feb.1997 - E, Chocolate Kurereba Morau yo (Japan)",TECH SATURN     (February),610636004,V1.000,19961129,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-21
Tech Saturn Jan.1997 - Kizuitara Gekkan-ka (Japan),TECH SATURN     (January),610636003,V1.000,19961111,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-21
Tech Saturn Jul.1997 (Japan),TECH SATURN     (JULY)1997.07,610636009,V1.000,19970512,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-21
Tech Saturn Jun.1997 (Japan),TECH SATURN     (JUNE)1997.06,610636008,V1.000,19970411,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-21
"Tech Saturn Mar.1997 - Okaeshi wa Marshmallow, Cookie, Howaito Choco (Japan)",TECH SATURN     (March),610636005,V1.000,19970110,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-21
Tech Saturn May.1997 (Japan),TECH SATURN     (May)1997.5,610636007,V1.000,19970312,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-21
Tech Saturn Oct.1997 (Japan),TECH SATURN     (OCTOBER)       1997.10,610636012,V1.000,19970804,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-21
Tech Saturn Sep.1997 (Japan),TECH SATURN     (SEPTEMBER)     1997.09,610636011,V1.001,19970718,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-21
Tech Saturn Tsuushin - Autumn 1995 - Special CD-ROM (Japan),TECH SATURN 2,610591302,V1.000,19950825,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-21
Tech Saturn Tsuushin - Spring 1995 (Japan),TECH SATURN VOL1,610-5913-0,1,19950423,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-57
Tech Saturn Tsuushin - Winter 1995 - Taikenban & Demo-ban ga Tenkomori! (Japan),TECH SATURN 3,610591303,V1.000,19951110,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-21
Tech Saturn Tsuushin Vol. 4 - Spring 1996 - Youriyou Meippai Kikaku Tenkomori (Japan),TECH SATURN 4,610591304,V1.000,19960305,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-21
Tech Saturn Tsuushin Vol. 5 - Summer 1996 (Japan),TECH SATURN 5,610591305,V1.000,19960531,CD-1/1,J,JP,SEGA SEGASATURN,SEGA TP T-21
Tech Saturn Vol. 1-1996 - Yatchimatta! (Japan),TECH サターン   Vol. 1,610636001,V1.000,19960802,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-21
Tech Saturn Vol. 2-1996 - Maitsuki 8-nichi wa Tessa no Hi - Ataru to Sugo Iyo (Japan),TECH サターン   Vol. 2,610636002,V1.000,19961011,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-21
Techno Motor (Japan),technomotor,T-37601G,V1.004,19980212,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-376
Teitoku no Ketsudan II (Japan),TEITOKU NO KETSUDAN 2,T-7607G,V1.002,19960122,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-76
Teitoku no Ketsudan III (Japan),KOEI CORPORATIONSIMURATION GAME TEITOKUNO       KETSUDAN 3,T-7640G,V1.001,19970521,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-76
Teitoku no Ketsudan III with Power-Up Kit (Japan),KOEI CORPORATIONSIMULATION GAME TEITOKUNO       KETSUDAN 3      WITH            POWERUP KIT,T-7661G,V1.001,19980213,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-76
Tekkyuu - True Pinball (Japan),TRUE PINBALL,T-18505G,V1.000,19951219,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-185
Tempest 2000 (Europe),TEMPEST 2000,T12516H-50,V1.300,19970303,CD-1/1,E,J,SEGA SEGASATURN,SEGA TP T-125
Tempest 2000 (USA),TEMPEST 2000,T-12516H,V1.000,19961111,CD-1/1,U,J,SEGA SEGASATURN,SEGA TP T-125
Ten Pin Alley (USA),TEN PIN ALLEY,T-13705H,V1.000,19970916,CD-1/1,U,JAT,SEGA SEGASATURN,SEGA TP TP-137
Tenant Wars (Japan),TENANT WARS,T-19707G,V1.006,19971217,CD-1/1,J,JT,SEGA SEGASATURN,SEGA TP T-197
Tenant Wars (Japan) (Demo),TENANTWARSSAMPLE,6106821,V1.000,19971119,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-197
Tenchi Muyou! Mimiri Onsen - Yukemuri no Tabi (Japan) (Disc 1),TENCHI MUYO!    MIMIRI ONSEN    YUKEMURI NO TABI,T-21802G,V1.600,19960126,CD-1/2,J,J,SEGA SEGASATURN,SEGA TP T-218
Tenchi Muyou! Mimiri Onsen - Yukemuri no Tabi (Japan) (Disc 2),TENCHI MUYO!    MIMIRI ONSEN    YUKEMURI NO TABI,T-21802G,V1.600,19960126,CD-2/2,J,J,SEGA SEGASATURN,SEGA TP T-218
Tenchi Muyou! Rensa Hitsuyou (Japan),TENCHIMUYO RENSAHITSUYOU,T-22204G,V1.002,19970121,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-222
Tenchi Muyou! Ryououki Gokuraku CD-ROM for Sega Saturn (Japan) (1M),TENCHI MUYO!            RYOOHKI GOKURAKU CD-ROM       for SATURN                                    Cassini lib.,T-21801G00,V1.010,19950818,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-218
Tenchi Muyou! Toukou Muyou - Aniraji Collection (Japan) (Disc 1),TOUKOUMUYOU,T-26103G,V1.004,19961121,CD-1/2,J,J,SEGA SEGASATURN,SEGA TP T-261
Tenchi Muyou! Toukou Muyou - Aniraji Collection (Japan) (Disc 2),TOUKOUMUYOU,T-26103G,V1.004,19961121,CD-2/2,J,J,SEGA SEGASATURN,SEGA TP T-261
Tenchi o Kurau II - Sekiheki no Tatakai (Japan),TENCHI WO KURAU 2 SEKIHEKI NO TATAKAI,T-1207G,V1.001,19960617,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-12
Tenga Seiha (Japan),TENKA SEIHA,T-15026G,V1.001,19970521,CD-1/1,J,JM,SEGA SEGASATURN,SEGA TP T-150
Tengai Makyou - Daiyon no Mokushiroku - The Apocalypse IV (Japan) (Demo),SS-TENGAI4,T-14301G,V0.000,19961204,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-143
Tengai Makyou - Daiyon no Mokushiroku - The Apocalypse IV (Japan) (Disc 1),SS-TENGAI4,T-14301G,V1.011,19961208,CD-1/2,J,J,SEGA SEGASATURN,SEGA TP T-143
Tengai Makyou - Daiyon no Mokushiroku - The Apocalypse IV (Japan) (Disc 2),SS-TENGAI4,T-14301G,V1.011,19961208,CD-2/2,J,J,SEGA SEGASATURN,SEGA TP T-143
Tennis Arena (Japan),TENNIS ARENA,T-17703G,V1.001,19980120,CD-1/1,J,JT,SEGA SEGASATURN,SEGA TP T-177
Terra Cresta 3D (Japan) (2M),TERRA CRESTA 3D,T-7102G,V1.000,19970529,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-71
Terra Phantastica (Japan),TERRA PHANTASTICA,GS-9054,V1.001,19961227,CD-1/1,JT,J,SEGA SEGASATURN,SEGA ENTERPRISES
"Terry Pratchett's Discworld (Europe) (En,Fr,De,Es,It)",DISCWORLD,T-11302H,V5.230,19960718,CD-1/1,E,JM,SEGA SEGASATURN,SEGA TP T-113
Tetris Plus (Europe),TETRIS_PLUS,T-5704H-50,V1.000,19960909,CD-1/1,E,J,SEGA SEGASATURN,SEGA TP T-57
Tetris Plus (Japan),TETRIS_PLUS,T-5708G,V1.004,19960713,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-57
Tetris Plus (USA),TETRIS_PLUS,T-5704H,V1.001,19960831,CD-1/1,U,J,SEGA SEGASATURN,SEGA TP T-57
Tetris S (Japan),TETRIS_S,T-20802G,V1.001,19961115,CD-1/1,JT,J,SEGA SEGASATURN,SEGA TP T-208
Tetris S (Japan) (Rev A),TETRIS_S,T-20802G,V1.003,19960120,CD-1/1,JT,J,SEGA SEGASATURN,SEGA TP T-208
Texthoth Ludo - Arcana Senki (Japan),TEXTHORTLUDO,T-23102G,V1.003,19971105,CD-1/1,J,JT,SEGA SEGASATURN,SEGA TP T-231
"Theme Park (Europe) (En,Fr,De,Es,Sv)",THEME PARK,T-5001H,V1.000,19950901,CD-1/1,E,J,SEGA SEGASATURN,SEGA TP T-500
Theme Park (Japan),THEME PARK,T-1060SG,V1.000,19952411,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-106
Theme Park (USA),THEME PARK,T-5001H,V1.000,19950901,CD-1/1,U,J,SEGA SEGASATURN,SEGA TP T-500
Thor - Seireioukiden (Japan),THOR 2            SEIREIOUKIDEN,GS-9053,V1.001,19960326,CD-1/1,JT,J,SEGA SEGASATURN,SEGA ENTERPRISES
Three Dirty Dwarves (Europe),Three Dirty Dwarves,MK-81033,V1.003,11191996,CD-1/1,E,JT,SEGA SEGASATURN,SEGA ENTERPRISES
Three Dirty Dwarves (Japan) (2M),Three Dirty Dwarves,GS-9137,V1.017,10021996,CD-1/1,J,JT,SEGA SEGASATURN,SEGA ENTERPRISES
Three Dirty Dwarves (USA) (RE),Three Dirty Dwarves,T-30401H,V1.011,6161996,CD-1/1,UT,JT,SEGA SEGASATURN,SEGA TP T-304
Thunder Force Gold Pack 1 (Japan),THUNDER FORCE   GOLD PACK 1,T-1807G,V1.001,19960827,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-18
Thunder Force Gold Pack 2 (Japan) (Rev A),THUNDER FORCE   GOLD PACK 2,T-1808G,V1.003,19961105,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-18
Thunder Force V (Japan),THUNDER FORCE V,T-1811G,V1.002,19970606,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-18
Thunder Force V (Japan) (Demo),THUNDER FORCE V,6106563,V1.000,19970424,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP    T-18
Thunder Storm & Road Blaster (Japan) (Disc 1) (Thunder Storm),Thunder Storm,T-20701G,V1.000,19950907,CD-2/2,JT,JAS,SEGA SEGASATURN,SEGA TP T-207
Thunder Storm & Road Blaster (Japan) (Disc 2) (Road Blaster),Road Blaster,T-20701G,V1.000,19950907,CD-1/2,JT,JAS,SEGA SEGASATURN,SEGA TP T-207
Thunderhawk II (Japan),THUNDERHAWK II,T-6006G,V1.001,19960111,CD-1/1,J,JA,SEGA SEGASATURN,SEGA TP T-60
Thunderstrike 2 (USA),E:FIRESTORM THUNDERHAWK 2  J:THUNDERHAWK 2 U:THUNDERSTRIKE 2,T-11501H00,V1.000,19951108,CD-1/1,U,J,SEGA SEGASATURN,SEGA TP T-7902H
Thunderstrike 2 (USA) (Rev A),U:THUNDERSTRIKE 2                               J:THUNDERHAWK 2 E:FIRESTORM THUNDERHAWK 2,T-7902H,V3.000,19960201,CD-1/1,U,JA,SEGA SEGASATURN,SEGA TP T-79
